event_id,user_id,event_type,timestamp,page_views,session_duration,purchase_amount
EVT_012840,2345,view,2024-11-29 02:44:56,8,1911,0
EVT_012841,174,click,2024-12-02 09:12:13,10,1345,0
EVT_012842,873,add_to_cart,2024-12-31 19:40:23,9,3078,0
EVT_012843,948,add_to_cart,2024-12-02 15:07:27,15,1341,0
EVT_012844,5850,add_to_cart,2024-05-25 00:00:00,11,2301,0
EVT_012845,750,view,2024-12-27 00:00:00,8,3104,0
EVT_012846,1680,add_to_cart,2024-12-25 17:46:10,6,2549,0
EVT_012847,4226,purchase,2024-11-29 16:17:39,20,3592,34.5
EVT_012848,9613,purchase,2024-12-31 22:24:42,14,3044,248.68
EVT_012849,5964,purchase,2024-07-01 00:00:00,16,1137,440.93
EVT_012850,972,purchase,2024-12-31 23:39:33,8,2502,232.23
EVT_012851,9252,purchase,2024-12-31 12:16:39,19,388,296.36
EVT_012852,8585,view,2024-12-02 07:20:03,14,68,0
EVT_012853,3980,click,2024-12-25 21:16:21,10,3227,0
EVT_012854,8142,view,2024-12-31 19:12:39,2,240,0
EVT_012855,4550,click,2024-02-06 00:00:00,20,2750,0
EVT_012856,5177,click,2024-12-25 01:29:50,12,800,0
EVT_012857,4776,purchase,2024-12-25 21:19:08,14,2171,440.3
EVT_012858,5258,click,2024-12-31 20:57:31,20,3085,0
EVT_012859,9896,click,2024-04-08 00:00:00,19,388,0
EVT_012860,3910,click,2024-12-02 04:00:35,10,977,0
EVT_012861,9830,click,2024-12-02 13:15:53,5,2466,0
EVT_012862,4768,purchase,2024-12-25 13:46:20,3,850,432.56
EVT_012863,4505,view,2024-12-02 14:38:41,12,220,0
EVT_012864,5871,purchase,2024-08-31 00:00:00,18,2930,119.76
EVT_012865,4602,add_to_cart,2024-11-29 06:18:12,8,3056,0
EVT_012866,8003,purchase,2024-12-31 01:44:25,2,955,226.23
EVT_012867,4651,add_to_cart,2024-06-22 00:00:00,6,1929,0
EVT_012868,9334,click,2024-12-28 00:00:00,7,1170,0
EVT_012869,1105,click,2024-12-31 23:16:26,12,2578,0
EVT_012870,3075,purchase,2024-08-23 00:00:00,20,1039,317.4
EVT_012871,8766,add_to_cart,2024-12-25 13:30:10,6,1832,0
EVT_012872,7018,purchase,2024-12-31 13:26:53,17,256,122.96
EVT_012873,1028,view,2024-12-02 06:38:13,9,2888,0
EVT_012874,5694,click,2024-04-07 00:00:00,16,1687,0
EVT_012875,3323,click,2024-06-16 00:00:00,16,465,0
EVT_012876,344,add_to_cart,2024-08-18 00:00:00,18,2407,0
EVT_012877,3287,purchase,2024-12-31 07:53:50,14,3424,369.85
EVT_012878,7194,click,2024-12-25 19:27:24,4,2995,0
EVT_012879,4700,view,2024-12-31 18:07:00,17,2063,0
EVT_012880,330,purchase,2024-01-12 00:00:00,15,1125,101.44
EVT_012881,7403,purchase,2024-10-16 00:00:00,4,1526,275.4
EVT_012882,4310,view,2024-01-29 00:00:00,16,695,0
EVT_012883,8630,add_to_cart,2024-11-29 13:12:27,18,910,0
EVT_012884,4175,purchase,2024-12-02 04:50:49,5,1072,169.73
EVT_012885,957,add_to_cart,2024-12-02 10:58:33,3,954,0
EVT_012886,8913,add_to_cart,2024-12-02 01:37:27,5,2356,0
EVT_012887,9724,purchase,2024-12-02 08:12:04,9,933,198.36
EVT_012888,118,purchase,2024-12-31 22:33:19,9,2808,379.25
EVT_012889,8698,purchase,2024-12-25 03:18:49,9,2455,40.71
EVT_012890,3789,purchase,2024-12-02 08:24:16,8,891,400.43
EVT_012891,1725,click,2024-12-25 07:53:24,1,3577,0
EVT_012892,1714,purchase,2024-05-25 00:00:00,15,929,471.31
EVT_012893,7726,add_to_cart,2024-06-24 00:00:00,18,3054,0
EVT_012894,5194,click,2024-12-25 22:54:03,11,1684,0
EVT_012895,6114,purchase,2024-09-30 00:00:00,2,3211,408.88
EVT_012896,6129,purchase,2024-12-02 12:41:48,19,3135,324.46
EVT_012897,7451,click,2024-06-10 00:00:00,11,1446,0
EVT_012898,8321,view,2024-11-29 14:11:04,5,1001,0
EVT_012899,5731,purchase,2024-12-25 01:46:39,10,853,75.66
EVT_012900,8579,purchase,2024-05-17 00:00:00,15,1604,277.6
EVT_012901,4648,click,2024-12-31 13:50:58,12,2785,0
EVT_012902,4248,add_to_cart,2024-12-02 03:49:51,18,142,0
EVT_012903,1855,purchase,2024-12-31 11:32:04,14,1103,69.71
EVT_012904,4266,view,2024-07-02 00:00:00,18,2202,0
EVT_012905,9607,add_to_cart,2024-10-11 00:00:00,5,828,0
EVT_012906,6041,click,2024-12-25 14:30:20,12,900,0
EVT_012907,8293,click,2024-12-25 11:19:51,16,3197,0
EVT_012908,2231,purchase,2024-10-12 00:00:00,17,2159,3.68
EVT_012909,6146,view,2024-12-25 09:36:33,13,59,0
EVT_012910,1987,add_to_cart,2024-09-15 00:00:00,6,2918,0
EVT_012911,4126,add_to_cart,2024-06-11 00:00:00,1,47,0
EVT_012912,578,view,2024-12-31 09:11:14,12,3519,0
EVT_012913,4917,view,2024-12-22 00:00:00,9,549,0
EVT_012914,361,add_to_cart,2024-06-21 00:00:00,12,3404,0
EVT_012915,1665,click,2024-12-31 07:45:15,11,3282,0
EVT_012916,4010,click,2024-02-10 00:00:00,9,2478,0
EVT_012917,2403,purchase,2024-11-06 00:00:00,18,1182,268.44
EVT_012918,2461,add_to_cart,2024-11-29 03:05:54,10,1968,0
EVT_012919,905,click,2024-01-06 00:00:00,5,765,0
EVT_012920,8593,add_to_cart,2024-11-29 00:17:42,1,1644,0
EVT_012921,4244,add_to_cart,2024-11-29 05:32:50,20,1031,0
EVT_012922,5168,add_to_cart,2024-06-13 00:00:00,2,2253,0
EVT_012923,8755,view,2024-03-02 00:00:00,16,2271,0
EVT_012924,2843,view,2024-12-31 13:37:28,3,3560,0
EVT_012925,4312,view,2024-11-29 14:03:10,5,153,0
EVT_012926,5002,purchase,2024-12-25 12:08:29,3,1622,146.82
EVT_012927,5439,add_to_cart,2024-12-02 03:07:43,4,1953,0
EVT_012928,4663,add_to_cart,2024-04-08 00:00:00,12,2073,0
EVT_012929,5066,add_to_cart,2024-11-29 07:11:45,18,229,0
EVT_012930,6241,add_to_cart,2024-12-25 15:40:45,14,978,0
EVT_012931,7317,view,2024-12-02 09:31:51,14,1811,0
EVT_012932,57,view,2024-11-29 19:44:32,10,746,0
EVT_012933,6952,click,2024-09-06 00:00:00,20,1484,0
EVT_012934,9132,purchase,2024-12-25 12:15:31,16,1793,33.15
EVT_012935,132,add_to_cart,2024-04-04 00:00:00,9,1379,0
EVT_012936,5958,add_to_cart,2024-12-25 11:54:06,7,2733,0
EVT_012937,6397,purchase,2024-01-31 00:00:00,4,945,132.14
EVT_012938,8742,add_to_cart,2024-12-31 08:32:43,4,1968,0
EVT_012939,6166,view,2024-12-02 00:31:26,20,651,0
EVT_012940,4203,purchase,2024-12-25 00:00:57,20,2131,147.74
EVT_012941,7393,view,2024-06-15 00:00:00,8,2814,0
EVT_012942,5954,purchase,2024-06-19 00:00:00,1,2943,137.39
EVT_012943,4968,view,2024-05-22 00:00:00,15,2348,0
EVT_012944,6104,click,2024-12-12 00:00:00,6,1444,0
EVT_012945,5041,view,2024-03-24 00:00:00,16,1378,0
EVT_012946,9452,view,2024-12-25 22:07:02,13,2727,0
EVT_012947,9870,add_to_cart,2024-12-02 09:02:54,19,1183,0
EVT_012948,3019,click,2024-12-02 23:57:13,13,1629,0
EVT_012949,8682,click,2024-12-08 00:00:00,12,2524,0
EVT_012950,5311,add_to_cart,2024-12-31 20:08:22,14,2346,0
EVT_012951,1203,purchase,2024-11-29 05:46:44,6,1254,202.15
EVT_012952,4165,view,2024-04-12 00:00:00,12,3585,0
EVT_012953,4031,click,2024-12-31 16:58:57,3,509,0
EVT_012954,4251,click,2024-02-09 00:00:00,12,1577,0
EVT_012955,3654,purchase,2024-12-31 06:15:55,9,372,310.39
EVT_012956,5854,view,2024-12-25 15:31:47,19,2263,0
EVT_012957,7407,click,2024-01-24 00:00:00,13,2961,0
EVT_012958,7022,add_to_cart,2024-06-01 00:00:00,5,3042,0
EVT_012959,7867,purchase,2024-12-02 05:29:18,1,553,152.78
EVT_012960,9202,purchase,2024-02-01 00:00:00,14,864,454.97
EVT_012961,2639,add_to_cart,2024-12-31 05:40:27,6,1573,0
EVT_012962,2132,view,2024-12-02 14:13:42,9,861,0
EVT_012963,807,view,2024-03-06 00:00:00,3,2445,0
EVT_012964,2483,purchase,2024-05-02 00:00:00,15,558,18.56
EVT_012965,2006,purchase,2024-06-04 00:00:00,12,1231,496.1
EVT_012966,6629,view,2024-11-29 18:58:29,4,1465,0
EVT_012967,7645,view,2024-10-25 00:00:00,18,1786,0
EVT_012968,2190,purchase,2024-12-25 20:43:21,17,2071,248.23
EVT_012969,6303,add_to_cart,2024-12-25 14:19:58,7,1387,0
EVT_012970,440,add_to_cart,2024-04-23 00:00:00,13,2929,0
EVT_012971,81,view,2024-11-20 00:00:00,13,2528,0
EVT_012972,2397,purchase,2024-11-29 09:25:35,5,192,322.61
EVT_012973,3835,purchase,2024-01-15 00:00:00,9,601,310.08
EVT_012974,9540,view,2024-12-02 15:00:05,1,2608,0
EVT_012975,1299,add_to_cart,2024-11-20 00:00:00,15,1530,0
EVT_012976,5416,add_to_cart,2024-03-09 00:00:00,12,1291,0
EVT_012977,3782,click,2024-11-29 21:30:24,7,3060,0
EVT_012978,9157,add_to_cart,2024-12-02 17:20:10,1,2900,0
EVT_012979,1094,view,2024-12-02 06:21:37,9,2538,0
EVT_012980,3923,click,2024-03-22 00:00:00,17,2275,0
EVT_012981,5059,click,2024-12-02 17:30:54,5,3536,0
EVT_012982,1032,purchase,2024-11-29 05:08:00,12,1896,2.78
EVT_012983,4867,view,2024-12-25 11:28:45,20,603,0
EVT_012984,3081,add_to_cart,2024-11-29 07:15:05,11,3280,0
EVT_012985,1036,purchase,2024-12-25 17:13:11,20,2461,135.22
EVT_012986,3216,purchase,2024-08-07 00:00:00,14,41,47.75
EVT_012987,9612,click,2024-12-31 07:14:18,8,2693,0
EVT_012988,5070,purchase,2024-12-31 13:27:55,18,490,193.59
EVT_012989,1411,add_to_cart,2024-11-03 00:00:00,2,1138,0
EVT_012990,4709,view,2024-04-20 00:00:00,9,669,0
EVT_012991,4058,add_to_cart,2024-02-11 00:00:00,15,1904,0
EVT_012992,6717,click,2024-03-21 00:00:00,7,506,0
EVT_012993,1019,add_to_cart,2024-07-09 00:00:00,11,1214,0
EVT_012994,8297,purchase,2024-12-02 00:35:54,15,2862,379.88
EVT_012995,4255,click,2024-07-08 00:00:00,2,229,0
EVT_012996,6791,view,2024-07-07 00:00:00,17,2033,0
EVT_012997,6464,view,2024-12-31 20:36:07,15,2910,0
EVT_012998,6973,view,2024-12-02 00:10:44,11,912,0
EVT_012999,2822,view,2024-10-13 00:00:00,16,3384,0
EVT_013000,2529,purchase,2024-12-02 01:42:25,12,343,194.74
EVT_013001,1072,add_to_cart,2024-05-04 00:00:00,18,2632,0
EVT_013002,2120,view,2024-04-11 00:00:00,6,3486,0
EVT_013003,3523,add_to_cart,2024-12-02 05:45:00,19,2221,0
EVT_013004,9668,click,2024-11-29 00:00:00,4,1206,0
EVT_013005,6812,click,2024-12-31 14:50:50,17,224,0
EVT_013006,9734,click,2024-12-02 16:52:07,19,1096,0
EVT_013007,7680,click,2024-01-26 00:00:00,3,1389,0
EVT_013008,9725,click,2024-12-02 02:50:46,5,2113,0
EVT_013009,7462,purchase,2024-12-31 01:39:09,20,532,119.7
EVT_013010,8953,view,2024-12-02 03:44:44,5,3332,0
EVT_013011,367,click,2024-03-07 00:00:00,15,2174,0
EVT_013012,4582,click,2024-12-25 11:23:41,7,872,0
EVT_013013,265,click,2024-01-28 00:00:00,18,1692,0
EVT_013014,1648,click,2024-12-31 20:09:42,5,2043,0
EVT_013015,8558,view,2024-11-29 18:16:30,18,3266,0
EVT_013016,2821,click,2024-04-25 00:00:00,4,2475,0
EVT_013017,7654,purchase,2024-12-25 22:36:58,14,1520,428.08
EVT_013018,9898,add_to_cart,2024-11-29 14:23:56,4,1223,0
EVT_013019,9309,view,2024-07-19 00:00:00,2,3318,0
EVT_013020,7865,view,2024-12-25 20:43:28,18,3351,0
EVT_013021,1701,click,2024-11-29 19:24:39,15,1070,0
EVT_013022,6329,view,2024-08-03 00:00:00,13,3147,0
EVT_013023,5062,view,2024-05-30 00:00:00,10,2030,0
EVT_013024,234,add_to_cart,2024-12-02 05:13:14,2,1317,0
EVT_013025,9790,purchase,2024-12-25 10:08:57,17,374,328.22
EVT_013026,9259,add_to_cart,2024-07-11 00:00:00,4,459,0
EVT_013027,5070,purchase,2024-12-19 00:00:00,1,273,291.6
EVT_013028,3231,click,2024-11-29 07:45:27,1,1283,0
EVT_013029,2483,add_to_cart,2024-11-29 12:30:37,18,2504,0
EVT_013030,3180,click,2024-02-15 00:00:00,5,3326,0
EVT_013031,3938,purchase,2024-04-13 00:00:00,7,1810,208.96
EVT_013032,5877,click,2024-11-29 15:08:02,15,326,0
EVT_013033,3489,click,2024-03-24 00:00:00,2,2133,0
EVT_013034,9543,add_to_cart,2024-03-29 00:00:00,1,1595,0
EVT_013035,2022,purchase,2024-12-02 23:37:38,20,2201,214.7
EVT_013036,6947,view,2024-11-29 22:32:05,7,2308,0
EVT_013037,874,view,2024-02-12 00:00:00,17,1061,0
EVT_013038,9722,click,2024-05-20 00:00:00,5,2181,0
EVT_013039,5291,add_to_cart,2024-09-19 00:00:00,11,2783,0
EVT_013040,437,purchase,2024-12-31 12:56:20,17,3005,163.96
EVT_013041,7611,view,2024-12-25 09:47:23,7,3454,0
EVT_013042,8716,click,2024-12-31 10:40:52,16,1697,0
EVT_013043,6645,purchase,2024-12-02 04:28:05,1,2192,61.14
EVT_013044,7176,view,2024-09-28 00:00:00,9,2667,0
EVT_013045,8815,view,2024-12-02 01:11:32,19,669,0
EVT_013046,9308,purchase,2024-12-02 11:25:55,11,1407,136.36
EVT_013047,3041,view,2024-11-29 01:56:11,1,888,0
EVT_013048,2104,click,2024-11-29 15:25:29,12,1510,0
EVT_013049,8132,purchase,2024-12-31 11:30:45,9,2849,402.82
EVT_013050,52,view,2024-11-29 07:17:27,10,2320,0
EVT_013051,3371,click,2024-01-21 00:00:00,5,2601,0
EVT_013052,7070,add_to_cart,2024-01-19 00:00:00,5,664,0
EVT_013053,3242,add_to_cart,2024-09-23 00:00:00,6,667,0
EVT_013054,1419,purchase,2024-12-31 21:21:17,2,2711,45.18
EVT_013055,7060,view,2024-12-25 19:20:01,3,564,0
EVT_013056,117,view,2024-11-17 00:00:00,12,1580,0
EVT_013057,602,purchase,2024-12-15 00:00:00,20,2590,341.81
EVT_013058,9708,click,2024-12-02 13:38:00,12,1154,0
EVT_013059,9743,purchase,2024-06-15 00:00:00,14,232,356.56
EVT_013060,4468,purchase,2024-01-08 00:00:00,10,194,419.14
EVT_013061,6048,click,2024-07-28 00:00:00,20,116,0
EVT_013062,1636,view,2024-12-31 07:06:49,16,1327,0
EVT_013063,2545,purchase,2024-12-02 14:37:53,3,279,321.7
EVT_013064,9556,view,2024-12-02 10:05:15,9,2989,0
EVT_013065,1654,view,2024-11-29 11:06:01,15,997,0
EVT_013066,8490,purchase,2024-12-25 07:43:47,5,2017,269.13
EVT_013067,5502,click,2024-12-25 09:32:52,2,2690,0
EVT_013068,4310,purchase,2024-05-03 00:00:00,12,2511,471.41
EVT_013069,6083,click,2024-11-15 00:00:00,9,2330,0
EVT_013070,4589,click,2024-04-11 00:00:00,2,3159,0
EVT_013071,1297,purchase,2024-12-31 00:37:52,8,124,372.28
EVT_013072,2275,click,2024-04-03 00:00:00,3,438,0
EVT_013073,5407,add_to_cart,2024-07-07 00:00:00,5,2874,0
EVT_013074,138,purchase,2024-12-02 12:52:04,20,802,368.97
EVT_013075,7522,click,2024-12-02 01:17:30,1,2855,0
EVT_013076,547,click,2024-01-29 00:00:00,3,3287,0
EVT_013077,2558,view,2024-12-25 20:03:39,5,2160,0
EVT_013078,6890,purchase,2024-11-29 23:52:15,5,2473,64.82
EVT_013079,4142,purchase,2024-12-25 19:53:40,20,3431,107.89
EVT_013080,897,purchase,2024-12-31 13:06:22,9,2284,434.56
EVT_013081,5372,purchase,2024-05-21 00:00:00,7,1241,58.72
EVT_013082,6105,add_to_cart,2024-01-11 00:00:00,18,196,0
EVT_013083,9617,purchase,2024-03-30 00:00:00,1,3577,329.6
EVT_013084,6761,view,2024-07-18 00:00:00,7,2614,0
EVT_013085,3371,click,2024-05-22 00:00:00,15,3595,0
EVT_013086,2855,view,2024-12-02 19:30:11,2,1591,0
EVT_013087,9035,add_to_cart,2024-12-02 22:08:11,20,1290,0
EVT_013088,115,add_to_cart,2024-12-02 10:55:56,9,1773,0
EVT_013089,2498,add_to_cart,2024-12-02 15:50:44,7,885,0
EVT_013090,7899,add_to_cart,2024-12-25 00:59:09,2,1019,0
EVT_013091,8149,click,2024-09-22 00:00:00,11,577,0
EVT_013092,267,click,2024-05-22 00:00:00,20,1237,0
EVT_013093,1278,click,2024-11-29 03:37:52,10,3100,0
EVT_013094,7282,add_to_cart,2024-12-02 00:35:25,19,383,0
EVT_013095,6726,click,2024-06-12 00:00:00,18,380,0
EVT_013096,6597,click,2024-12-31 16:44:42,12,1611,0
EVT_013097,3484,view,2024-07-21 00:00:00,1,1051,0
EVT_013098,9827,purchase,2024-12-02 17:39:31,9,1074,343.94
EVT_013099,6618,purchase,2024-09-09 00:00:00,9,2327,126.93
EVT_013100,696,purchase,2024-12-25 20:13:31,14,1550,220.68
EVT_013101,7515,add_to_cart,2024-12-31 16:22:57,5,1986,0
EVT_013102,8264,click,2024-12-31 02:04:46,15,3264,0
EVT_013103,4282,purchase,2024-12-02 11:02:13,17,2791,2.29
EVT_013104,8757,click,2024-04-19 00:00:00,1,371,0
EVT_013105,4307,add_to_cart,2024-03-23 00:00:00,7,1632,0
EVT_013106,2284,click,2024-12-31 19:18:21,18,2957,0
EVT_013107,3431,purchase,2024-11-29 05:47:21,12,165,280.96
EVT_013108,5526,add_to_cart,2024-11-02 00:00:00,2,257,0
EVT_013109,2702,add_to_cart,2024-12-02 15:57:27,1,2459,0
EVT_013110,3214,view,2024-01-16 00:00:00,8,605,0
EVT_013111,4760,add_to_cart,2024-10-16 00:00:00,13,2915,0
EVT_013112,2372,purchase,2024-12-25 09:25:08,18,1742,350.07
EVT_013113,5298,add_to_cart,2024-12-31 03:16:51,16,1568,0
EVT_013114,9136,add_to_cart,2024-11-06 00:00:00,15,85,0
EVT_013115,5559,add_to_cart,2024-06-01 00:00:00,18,1748,0
EVT_013116,1126,purchase,2024-12-31 02:45:39,6,3412,86.54
EVT_013117,3197,click,2024-08-11 00:00:00,7,2051,0
EVT_013118,8037,purchase,2024-12-31 22:56:19,20,380,177.39
EVT_013119,5375,view,2024-11-29 08:31:50,18,896,0
EVT_013120,262,view,2024-11-29 11:12:35,6,102,0
EVT_013121,6856,purchase,2024-12-02 22:21:22,20,143,290.25
EVT_013122,4957,purchase,2024-11-10 00:00:00,4,358,462.79
EVT_013123,3447,purchase,2024-08-08 00:00:00,19,2627,400.05
EVT_013124,1072,add_to_cart,2024-01-05 00:00:00,10,1252,0
EVT_013125,6719,add_to_cart,2024-02-19 00:00:00,1,1809,0
EVT_013126,4389,purchase,2024-12-31 17:42:03,18,1590,114.25
EVT_013127,1704,click,2024-12-25 10:19:56,20,460,0
EVT_013128,1530,view,2024-11-29 03:12:01,9,998,0
EVT_013129,817,purchase,2024-02-02 00:00:00,18,2740,156.91
EVT_013130,2212,purchase,2024-12-02 08:28:01,15,963,449.3
EVT_013131,4469,view,2024-07-03 00:00:00,3,277,0
EVT_013132,3360,add_to_cart,2024-09-21 00:00:00,2,2424,0
EVT_013133,3099,add_to_cart,2024-11-29 07:38:18,10,2291,0
EVT_013134,9693,purchase,2024-05-19 00:00:00,7,752,448.15
EVT_013135,9236,click,2024-12-31 04:51:27,13,3204,0
EVT_013136,7086,purchase,2024-12-25 16:52:41,12,1445,372.78
EVT_013137,6523,add_to_cart,2024-12-31 20:50:43,19,2383,0
EVT_013138,8667,view,2024-05-18 00:00:00,16,3052,0
EVT_013139,2654,purchase,2024-12-25 11:14:47,10,450,360.15
EVT_013140,7239,purchase,2024-12-02 21:07:04,13,3151,236.86
EVT_013141,9279,purchase,2024-12-31 02:15:31,2,2684,456.08
EVT_013142,8943,view,2024-12-25 06:01:21,12,988,0
EVT_013143,2226,click,2024-07-03 00:00:00,17,997,0
EVT_013144,3953,purchase,2024-11-29 14:54:20,11,1098,362.95
EVT_013145,7027,view,2024-01-18 00:00:00,19,3358,0
EVT_013146,6875,click,2024-12-25 03:18:54,15,166,0
EVT_013147,7856,click,2024-12-25 17:37:12,16,3229,0
EVT_013148,8153,click,2024-11-29 21:03:45,18,387,0
EVT_013149,3547,view,2024-12-25 23:07:27,9,282,0
EVT_013150,2824,click,2024-05-09 00:00:00,9,342,0
EVT_013151,6421,click,2024-12-02 13:27:55,14,2899,0
EVT_013152,3677,view,2024-11-08 00:00:00,16,910,0
EVT_013153,5979,add_to_cart,2024-05-04 00:00:00,11,2328,0
EVT_013154,4689,view,2024-12-02 21:58:48,18,1299,0
EVT_013155,2235,purchase,2024-11-29 07:25:00,18,1427,181.46
EVT_013156,1361,click,2024-11-29 08:26:09,3,1229,0
EVT_013157,2447,add_to_cart,2024-12-31 23:37:33,16,2698,0
EVT_013158,3897,view,2024-12-31 00:49:40,10,2400,0
EVT_013159,4415,view,2024-12-31 01:26:25,13,2688,0
EVT_013160,6270,click,2024-12-31 08:31:29,15,3046,0
EVT_013161,5672,add_to_cart,2024-07-03 00:00:00,8,749,0
EVT_013162,685,purchase,2024-11-29 16:19:23,9,1216,277.64
EVT_013163,6579,view,2024-11-29 12:23:57,16,2077,0
EVT_013164,9272,click,2024-11-29 22:09:20,15,598,0
EVT_013165,3558,view,2024-11-29 12:46:32,3,2238,0
EVT_013166,9715,purchase,2024-12-02 08:14:23,11,496,6.91
EVT_013167,636,view,2024-04-01 00:00:00,6,1248,0
EVT_013168,5922,add_to_cart,2024-03-31 00:00:00,20,1817,0
EVT_013169,7281,add_to_cart,2024-12-31 13:59:58,12,1485,0
EVT_013170,9845,click,2024-12-31 12:17:03,16,2492,0
EVT_013171,5400,purchase,2024-11-29 07:07:14,16,3549,191.86
EVT_013172,3668,add_to_cart,2024-12-02 19:28:49,16,190,0
EVT_013173,5240,add_to_cart,2024-12-25 00:34:22,14,726,0
EVT_013174,8773,add_to_cart,2024-12-31 00:53:24,5,186,0
EVT_013175,5201,add_to_cart,2024-12-24 00:00:00,20,369,0
EVT_013176,2489,click,2024-12-31 04:47:32,13,3070,0
EVT_013177,3962,purchase,2024-12-31 17:29:16,2,2650,147.56
EVT_013178,9398,click,2024-12-25 15:45:53,4,2177,0
EVT_013179,7405,add_to_cart,2024-05-05 00:00:00,17,2747,0
EVT_013180,9177,purchase,2024-02-14 00:00:00,4,613,239.75
EVT_013181,8092,click,2024-11-18 00:00:00,1,1618,0
EVT_013182,7136,view,2024-02-13 00:00:00,17,1461,0
EVT_013183,9531,click,2024-03-04 00:00:00,10,2241,0
EVT_013184,9738,add_to_cart,2024-11-29 12:47:06,20,1006,0
EVT_013185,1010,add_to_cart,2024-11-29 23:48:52,3,1280,0
EVT_013186,2759,purchase,2024-10-13 00:00:00,12,2974,45.67
EVT_013187,5752,view,2024-12-02 22:12:47,19,3242,0
EVT_013188,605,click,2024-11-29 16:28:54,12,3333,0
EVT_013189,8671,view,2024-12-02 19:13:43,20,3005,0
EVT_013190,7586,add_to_cart,2024-11-29 02:43:05,14,2120,0
EVT_013191,690,purchase,2024-07-19 00:00:00,15,1466,389.93
EVT_013192,6070,add_to_cart,2024-11-29 14:26:53,11,1348,0
EVT_013193,2816,add_to_cart,2024-12-25 20:43:22,13,2156,0
EVT_013194,1395,click,2024-06-01 00:00:00,16,2484,0
EVT_013195,9642,add_to_cart,2024-09-22 00:00:00,4,2615,0
EVT_013196,4472,view,2024-09-11 00:00:00,19,806,0
EVT_013197,2402,click,2024-12-25 13:30:50,20,3435,0
EVT_013198,9254,click,2024-12-31 22:40:10,12,2090,0
EVT_013199,8434,add_to_cart,2024-12-02 15:39:05,1,3531,0
EVT_013200,3805,add_to_cart,2024-05-26 00:00:00,16,2635,0
EVT_013201,6883,view,2024-12-31 17:26:39,6,1524,0
EVT_013202,2721,purchase,2024-04-25 00:00:00,13,3039,455.58
EVT_013203,7127,view,2024-12-02 02:39:31,1,3306,0
EVT_013204,1438,click,2024-12-02 02:01:10,1,611,0
EVT_013205,6838,view,2024-11-29 14:41:31,12,1698,0
EVT_013206,3802,add_to_cart,2024-11-29 15:07:33,5,712,0
EVT_013207,3193,click,2024-09-24 00:00:00,18,1015,0
EVT_013208,8298,add_to_cart,2024-12-31 23:42:38,14,1521,0
EVT_013209,7767,view,2024-05-15 00:00:00,6,1330,0
EVT_013210,502,view,2024-01-14 00:00:00,15,774,0
EVT_013211,4644,click,2024-12-25 02:03:55,8,2458,0
EVT_013212,2725,purchase,2024-11-29 09:46:18,15,3413,427.89
EVT_013213,5723,purchase,2024-12-02 06:59:15,4,110,77.75
EVT_013214,9167,click,2024-09-21 00:00:00,20,2204,0
EVT_013215,3118,view,2024-07-13 00:00:00,12,2202,0
EVT_013216,6137,view,2024-11-26 00:00:00,10,2326,0
EVT_013217,6990,add_to_cart,2024-12-02 01:20:02,12,2265,0
EVT_013218,4444,purchase,2024-12-25 18:14:46,20,2598,5.01
EVT_013219,6515,add_to_cart,2024-05-20 00:00:00,9,1170,0
EVT_013220,4392,purchase,2024-12-02 03:02:25,2,1397,238.07
EVT_013221,2789,purchase,2024-06-07 00:00:00,3,2237,99.49
EVT_013222,2587,add_to_cart,2024-12-31 11:12:56,19,1712,0
EVT_013223,7644,click,2024-12-25 12:23:05,2,2789,0
EVT_013224,1043,add_to_cart,2024-11-29 02:32:44,10,2040,0
EVT_013225,5625,view,2024-07-02 00:00:00,11,1828,0
EVT_013226,2327,purchase,2024-10-21 00:00:00,7,2585,156.11
EVT_013227,3789,add_to_cart,2024-12-31 07:54:37,17,666,0
EVT_013228,4565,purchase,2024-12-31 10:16:56,6,2961,434.38
EVT_013229,3884,purchase,2024-12-31 12:53:09,14,1649,31.39
EVT_013230,8850,add_to_cart,2024-01-19 00:00:00,14,794,0
EVT_013231,8143,add_to_cart,2024-01-14 00:00:00,10,3596,0
EVT_013232,7593,purchase,2024-12-02 19:24:55,1,2910,156.7
EVT_013233,6408,add_to_cart,2024-12-25 07:48:48,9,638,0
EVT_013234,5144,view,2024-12-19 00:00:00,1,2384,0
EVT_013235,526,click,2024-11-29 22:00:57,13,2546,0
EVT_013236,118,click,2024-12-25 01:19:50,1,2478,0
EVT_013237,937,click,2024-12-16 00:00:00,1,3041,0
EVT_013238,5019,purchase,2024-11-26 00:00:00,20,2427,222.91
EVT_013239,3148,purchase,2024-11-29 06:42:35,19,2389,126.48
EVT_013240,8439,click,2024-12-02 01:00:56,15,958,0
EVT_013241,7052,purchase,2024-06-22 00:00:00,7,2950,414.04
EVT_013242,381,add_to_cart,2024-12-25 00:31:01,4,2436,0
EVT_013243,5896,click,2024-12-02 20:05:06,9,1367,0
EVT_013244,1437,click,2024-11-29 04:19:46,17,3212,0
EVT_013245,9405,add_to_cart,2024-05-27 00:00:00,4,1476,0
EVT_013246,3057,add_to_cart,2024-12-02 02:58:52,19,1796,0
EVT_013247,2145,view,2024-11-10 00:00:00,7,3099,0
EVT_013248,4697,purchase,2024-09-25 00:00:00,17,2311,48.3
EVT_013249,4591,click,2024-12-25 10:57:38,11,1805,0
EVT_013250,7416,view,2024-12-25 13:07:36,5,641,0
