fact_id,dimension_id,value,amount,created_date
FACT_007070,802,128,1566.47,2024-11-09
FACT_007071,9,929,581.59,2025-02-11
FACT_007072,10,292,4283.82,2025-06-20
FACT_007073,548,329,2297.96,2025-04-09
FACT_007074,2,880,2649.64,2025-04-30
FACT_007075,7,546,4610.09,2024-12-15
FACT_007076,466,600,450.47,2025-07-25
FACT_007077,6,290,3783.06,2024-08-27
FACT_007078,7,571,3747.15,2025-07-17
FACT_007079,6,285,4861.15,2025-07-16
FACT_007080,3,58,1422.43,2024-08-30
FACT_007081,581,590,2250.3,2024-12-22
FACT_007082,1,225,4493.36,2025-07-28
FACT_007083,10,1,327.81,2025-03-07
FACT_007084,6,992,2168.91,2024-10-16
FACT_007085,10,161,572.4,2025-08-20
FACT_007086,7,113,4739.07,2024-09-05
FACT_007087,4,490,403.4,2024-08-29
FACT_007088,8,894,206.68,2025-03-19
FACT_007089,6,686,3781.07,2025-01-04
FACT_007090,9,963,3595.24,2024-12-06
FACT_007091,9,793,4254.31,2025-03-25
FACT_007092,10,897,4358.59,2024-08-28
FACT_007093,226,572,2540.84,2025-07-27
FACT_007094,5,81,1450.69,2024-12-17
FACT_007095,8,340,1708.48,2025-01-29
FACT_007096,220,470,3284.42,2025-04-11
FACT_007097,6,475,1846.87,2025-08-13
FACT_007098,6,167,2225.92,2025-01-12
FACT_007099,251,888,221.53,2025-02-06
FACT_007100,3,966,3806.04,2024-11-26
FACT_007101,3,43,867.94,2025-01-13
FACT_007102,690,621,4338.88,2025-01-25
FACT_007103,4,40,3679.44,2025-02-18
FACT_007104,638,138,539.63,2024-08-31
FACT_007105,1,95,1946.94,2025-01-24
FACT_007106,760,379,3520.11,2025-08-16
FACT_007107,8,812,807.91,2025-03-16
FACT_007108,5,243,3060.38,2024-10-18
FACT_007109,178,433,3193.68,2024-09-15
FACT_007110,447,882,3907.02,2025-08-07
FACT_007111,6,285,2623.8,2024-12-28
FACT_007112,649,375,1067.17,2024-10-16
FACT_007113,4,303,2611.8,2025-07-30
FACT_007114,894,620,2191.93,2025-02-15
FACT_007115,301,497,2375.21,2025-06-16
FACT_007116,9,566,2658.83,2025-08-03
FACT_007117,163,34,185.55,2025-06-21
FACT_007118,890,102,361.74,2024-09-17
FACT_007119,5,11,1650.01,2025-01-19
FACT_007120,990,23,4940.41,2025-07-16
FACT_007121,1,88,2772.96,2024-11-12
FACT_007122,882,96,2844.43,2024-11-22
FACT_007123,4,404,94.12,2025-03-16
FACT_007124,10,975,56.8,2025-02-01
FACT_007125,357,805,66.83,2024-11-02
FACT_007126,7,707,3187.24,2024-12-21
FACT_007127,354,789,4067.14,2025-08-02
FACT_007128,3,347,4398.75,2025-02-07
FACT_007129,239,744,2986.39,2025-05-03
FACT_007130,10,224,320.32,2024-08-23
FACT_007131,84,113,2347.87,2025-04-23
FACT_007132,2,416,1483.61,2024-11-19
FACT_007133,2,371,1329.32,2025-03-01
FACT_007134,155,506,3580.78,2024-11-10
FACT_007135,1,842,2409.37,2025-08-07
FACT_007136,1,904,3700.83,2025-03-25
FACT_007137,8,67,55.05,2024-12-08
FACT_007138,1,403,2002.89,2025-06-14
FACT_007139,173,647,2916.68,2025-07-29
FACT_007140,8,286,4562.49,2024-09-24
FACT_007141,971,646,422.35,2025-03-14
FACT_007142,557,334,977.12,2024-10-28
FACT_007143,7,745,3013.38,2025-06-13
FACT_007144,10,558,466.46,2025-03-28
FACT_007145,1,242,3228.52,2025-04-27
FACT_007146,10,333,4471.83,2024-11-24
FACT_007147,10,26,4197.0,2025-04-12
FACT_007148,10,242,330.78,2025-03-18
FACT_007149,10,620,3416.81,2025-07-11
FACT_007150,6,105,2333.08,2025-03-11
FACT_007151,2,139,1564.08,2024-12-06
FACT_007152,1,589,4104.81,2025-02-19
FACT_007153,6,473,1227.26,2025-03-09
FACT_007154,6,581,2625.99,2024-09-07
FACT_007155,700,705,2308.8,2025-05-16
FACT_007156,7,434,866.46,2025-07-15
FACT_007157,4,852,1944.57,2025-01-28
FACT_007158,8,299,331.88,2025-03-27
FACT_007159,776,661,4431.82,2025-01-26
FACT_007160,283,335,2580.63,2025-08-15
FACT_007161,9,691,4646.13,2025-07-25
FACT_007162,562,353,1373.83,2025-03-06
FACT_007163,9,116,2983.76,2025-01-29
FACT_007164,509,527,4034.15,2025-02-28
FACT_007165,8,416,3144.44,2024-10-31
FACT_007166,9,51,1979.8,2025-03-20
FACT_007167,6,494,3874.53,2024-10-15
FACT_007168,245,183,243.89,2025-01-03
FACT_007169,494,81,3117.39,2025-08-14
FACT_007170,599,485,3589.17,2024-11-09
FACT_007171,4,412,299.71,2025-05-30
FACT_007172,664,503,1982.88,2025-06-25
FACT_007173,10,526,2025.46,2025-01-15
FACT_007174,430,538,1842.24,2025-07-24
FACT_007175,6,229,712.64,2024-12-03
FACT_007176,6,290,3170.45,2025-06-15
FACT_007177,1,39,3702.08,2025-07-29
FACT_007178,8,522,1509.11,2025-02-05
FACT_007179,6,882,3366.07,2024-12-26
FACT_007180,2,910,4716.7,2025-01-10
FACT_007181,8,245,3037.33,2025-08-08
FACT_007182,406,598,4932.45,2025-06-21
FACT_007183,502,89,1050.96,2024-09-06
FACT_007184,4,212,2032.27,2025-06-05
FACT_007185,4,114,211.5,2025-05-01
FACT_007186,574,710,4069.42,2025-06-09
FACT_007187,9,359,2337.01,2024-11-03
FACT_007188,789,412,2313.77,2025-01-25
FACT_007189,3,202,3181.48,2024-08-31
FACT_007190,5,31,4890.62,2025-06-27
FACT_007191,9,889,2403.28,2024-09-29
FACT_007192,185,987,1360.64,2025-01-21
FACT_007193,10,399,983.5,2024-11-01
FACT_007194,6,340,4451.66,2025-06-28
FACT_007195,4,186,3276.28,2024-11-17
FACT_007196,867,939,3622.38,2025-03-28
FACT_007197,912,442,603.89,2025-04-05
FACT_007198,94,316,442.38,2025-02-19
FACT_007199,787,223,4631.57,2025-01-14
FACT_007200,325,501,806.76,2024-12-01
FACT_007201,5,74,580.47,2025-03-16
FACT_007202,129,615,4845.94,2025-02-03
FACT_007203,826,914,4105.2,2025-07-03
FACT_007204,7,63,2615.14,2025-02-21
FACT_007205,2,893,1198.19,2024-09-13
FACT_007206,2,577,2848.14,2024-11-13
FACT_007207,5,796,511.83,2025-01-08
FACT_007208,7,728,3968.69,2025-08-15
FACT_007209,434,930,2891.31,2025-02-09
FACT_007210,9,630,2701.5,2025-07-31
FACT_007211,956,626,2483.04,2025-04-22
FACT_007212,8,930,2785.15,2025-01-26
FACT_007213,7,787,2125.61,2025-08-01
FACT_007214,8,131,1108.03,2024-11-12
FACT_007215,7,226,1478.08,2025-07-03
FACT_007216,10,459,1953.63,2025-06-05
FACT_007217,1,888,4339.77,2025-06-30
FACT_007218,5,686,4565.24,2025-03-12
FACT_007219,10,830,2325.89,2025-02-14
FACT_007220,6,978,1222.69,2024-10-24
FACT_007221,4,845,3780.02,2025-05-11
FACT_007222,805,403,1918.18,2025-02-05
FACT_007223,8,622,1089.01,2024-10-01
FACT_007224,1,800,2961.61,2025-02-03
FACT_007225,7,434,2916.58,2025-08-12
FACT_007226,4,804,841.47,2025-08-16
FACT_007227,10,553,1368.24,2024-11-06
FACT_007228,4,540,309.4,2025-06-22
FACT_007229,3,255,1569.46,2024-12-31
FACT_007230,3,378,281.31,2024-09-23
FACT_007231,6,919,554.2,2025-05-19
FACT_007232,9,510,139.75,2025-05-06
FACT_007233,7,53,1290.14,2025-06-20
FACT_007234,514,205,1104.36,2025-02-19
FACT_007235,8,968,1373.53,2025-05-11
FACT_007236,246,6,2305.94,2024-09-21
FACT_007237,541,446,1614.0,2025-05-20
FACT_007238,2,973,1533.7,2025-02-21
FACT_007239,4,451,4629.22,2024-09-01
FACT_007240,876,136,765.77,2025-01-21
FACT_007241,4,220,1347.91,2024-11-16
FACT_007242,10,188,1957.67,2025-04-08
FACT_007243,218,147,4971.64,2024-09-29
FACT_007244,8,137,1070.76,2025-07-14
FACT_007245,4,864,569.37,2025-07-06
FACT_007246,5,430,4847.29,2025-06-11
FACT_007247,6,443,1597.52,2025-02-13
FACT_007248,10,937,4593.38,2025-04-18
FACT_007249,1,433,3084.57,2024-11-11
FACT_007250,384,476,4931.15,2024-11-14
FACT_007251,3,59,3028.04,2024-11-16
FACT_007252,6,659,4483.87,2025-06-26
FACT_007253,9,795,1639.2,2025-02-21
FACT_007254,7,511,178.01,2025-05-22
FACT_007255,10,46,3591.42,2024-10-31
FACT_007256,3,403,4101.73,2025-03-30
FACT_007257,7,739,1891.84,2025-06-10
FACT_007258,6,781,2602.17,2025-02-22
FACT_007259,204,457,1717.09,2024-12-17
FACT_007260,5,952,753.78,2025-01-11
FACT_007261,478,266,4681.79,2024-12-28
FACT_007262,5,455,1322.94,2025-05-19
FACT_007263,44,946,1279.1,2025-07-24
FACT_007264,2,656,4275.3,2024-08-31
FACT_007265,7,821,3373.6,2024-09-19
FACT_007266,10,670,473.58,2024-11-23
FACT_007267,8,98,1745.29,2025-04-18
FACT_007268,493,104,4090.17,2025-04-10
FACT_007269,451,557,1283.66,2024-12-15
FACT_007270,7,711,4012.28,2025-04-21
FACT_007271,7,319,458.45,2025-03-11
FACT_007272,1,203,581.0,2025-08-12
FACT_007273,2,255,2948.07,2025-03-31
FACT_007274,6,683,4342.79,2025-04-04
FACT_007275,4,157,2942.4,2025-08-20
FACT_007276,1,276,4090.19,2024-09-24
FACT_007277,750,27,97.47,2025-04-15
FACT_007278,9,851,4921.09,2025-06-14
FACT_007279,4,758,4048.8,2024-11-03
FACT_007280,5,893,4007.52,2024-12-21
FACT_007281,817,588,375.69,2025-03-21
FACT_007282,4,414,3228.93,2025-04-21
FACT_007283,907,482,1936.24,2025-01-18
FACT_007284,5,976,2435.1,2024-10-06
FACT_007285,4,493,1350.42,2024-10-04
FACT_007286,4,337,3973.3,2025-03-13
FACT_007287,8,750,3967.81,2024-11-04
FACT_007288,4,123,1629.13,2025-03-07
FACT_007289,723,120,144.87,2024-10-21
FACT_007290,5,125,2681.28,2025-01-22
FACT_007291,5,331,2488.82,2025-04-06
FACT_007292,278,850,470.67,2024-09-27
FACT_007293,833,405,172.2,2024-12-17
FACT_007294,10,330,3643.8,2024-09-02
FACT_007295,2,684,1334.79,2024-10-04
FACT_007296,8,603,3162.48,2024-09-21
FACT_007297,5,692,2105.28,2025-03-01
FACT_007298,10,475,724.98,2025-02-16
FACT_007299,4,99,2352.56,2025-05-11
FACT_007300,5,243,2483.95,2024-12-10
FACT_007301,7,418,2536.58,2024-12-14
FACT_007302,9,329,4112.16,2024-11-13
FACT_007303,2,619,2054.53,2025-04-06
FACT_007304,75,913,4257.64,2025-01-30
FACT_007305,84,341,1030.14,2024-12-16
FACT_007306,6,23,1086.81,2025-02-17
FACT_007307,2,501,767.9,2025-07-08
FACT_007308,695,694,2751.16,2025-05-09
FACT_007309,3,126,2873.77,2024-10-10
FACT_007310,831,35,420.26,2025-04-21
FACT_007311,2,27,4623.9,2025-03-14
FACT_007312,7,985,647.56,2025-02-27
FACT_007313,9,770,886.32,2025-01-20
FACT_007314,9,205,3216.37,2025-05-10
FACT_007315,883,223,3194.0,2025-03-14
FACT_007316,6,885,4672.48,2025-05-11
FACT_007317,3,200,2285.62,2025-05-31
FACT_007318,7,247,4548.77,2025-06-27
FACT_007319,10,754,3003.61,2024-12-26
FACT_007320,925,199,733.64,2025-02-08
FACT_007321,8,950,1927.33,2024-09-05
FACT_007322,8,799,2049.13,2024-09-02
FACT_007323,9,333,3812.4,2025-04-29
FACT_007324,7,219,3057.52,2024-11-28
FACT_007325,1,689,3871.21,2025-05-08
FACT_007326,10,545,4171.35,2025-03-22
FACT_007327,179,128,1539.51,2024-12-01
FACT_007328,373,940,39.19,2025-04-03
FACT_007329,819,480,4916.23,2025-02-10
FACT_007330,7,326,2897.76,2025-06-01
FACT_007331,10,369,3202.43,2025-04-21
FACT_007332,8,401,3376.2,2025-04-21
FACT_007333,8,411,1803.9,2025-01-11
FACT_007334,2,661,2648.93,2024-10-27
FACT_007335,6,507,3912.94,2025-02-26
FACT_007336,4,969,369.72,2025-04-12
FACT_007337,2,898,1712.03,2025-05-08
FACT_007338,4,951,48.15,2025-03-27
FACT_007339,1,123,1514.11,2025-02-20
FACT_007340,858,61,870.15,2024-11-02
FACT_007341,2,466,4907.51,2024-09-14
FACT_007342,567,980,1317.64,2024-12-18
FACT_007343,238,875,4340.93,2025-05-31
FACT_007344,2,79,2482.32,2025-08-10
FACT_007345,476,254,167.18,2024-12-31
FACT_007346,8,705,4741.36,2025-02-12
FACT_007347,10,40,29.29,2025-06-14
FACT_007348,424,950,3059.06,2025-06-06
FACT_007349,8,531,1406.09,2025-02-23
FACT_007350,10,8,3192.81,2025-01-30
FACT_007351,3,54,1970.18,2025-07-23
FACT_007352,2,672,660.7,2025-03-22
FACT_007353,761,739,2739.57,2024-12-11
FACT_007354,8,959,597.55,2025-01-09
FACT_007355,6,114,945.23,2025-05-05
FACT_007356,987,910,3538.17,2025-06-11
FACT_007357,796,194,149.23,2025-03-21
FACT_007358,1,894,92.84,2025-05-09
FACT_007359,700,779,899.97,2024-08-23
FACT_007360,10,502,4405.8,2024-11-08
FACT_007361,4,56,1995.51,2024-10-10
FACT_007362,5,462,1010.9,2025-08-07
FACT_007363,3,856,4591.28,2024-11-30
FACT_007364,791,321,810.47,2024-11-11
FACT_007365,6,495,951.77,2025-02-09
FACT_007366,9,816,3629.82,2025-06-03
FACT_007367,207,901,1467.84,2025-03-22
FACT_007368,4,280,1581.86,2024-12-15
FACT_007369,5,979,129.35,2024-09-08
FACT_007370,94,278,2648.51,2025-07-30
FACT_007371,10,159,3326.8,2025-04-11
FACT_007372,4,847,4451.4,2025-08-21
FACT_007373,3,75,481.86,2025-03-29
FACT_007374,3,564,1939.71,2025-02-02
FACT_007375,952,98,2435.21,2025-07-09
FACT_007376,4,955,753.03,2024-12-07
FACT_007377,1,864,2811.66,2024-10-13
FACT_007378,4,450,1578.65,2025-02-15
FACT_007379,31,271,3353.63,2024-09-26
FACT_007380,4,75,437.09,2025-05-18
FACT_007381,6,151,999.03,2025-03-09
FACT_007382,650,468,4095.79,2024-11-21
FACT_007383,9,43,1427.87,2024-11-05
FACT_007384,1,330,4464.01,2025-03-24
FACT_007385,3,974,4071.56,2025-07-29
FACT_007386,387,435,2355.99,2025-06-19
FACT_007387,109,478,2915.15,2024-08-26
FACT_007388,10,905,4141.86,2025-04-08
FACT_007389,321,31,3943.11,2024-12-08
FACT_007390,59,38,4200.17,2025-08-15
FACT_007391,6,202,156.54,2025-04-30
FACT_007392,761,353,1346.67,2025-01-03
FACT_007393,4,629,4247.89,2025-07-28
FACT_007394,1,386,1560.56,2025-08-16
FACT_007395,9,226,2813.06,2025-08-20
FACT_007396,2,638,3416.79,2025-08-20
FACT_007397,6,764,1813.12,2024-09-15
FACT_007398,3,807,4416.1,2025-01-02
FACT_007399,405,39,3280.12,2024-11-10
FACT_007400,9,228,1102.77,2025-05-31
FACT_007401,6,453,849.27,2024-10-28
FACT_007402,9,129,792.18,2025-03-25
FACT_007403,875,756,1838.64,2024-10-12
FACT_007404,5,981,3729.71,2025-06-09
FACT_007405,7,712,1643.14,2025-06-07
FACT_007406,6,175,493.97,2025-06-07
FACT_007407,7,75,2941.61,2024-11-01
FACT_007408,10,277,4536.14,2025-02-10
FACT_007409,646,274,838.83,2024-11-08
FACT_007410,3,458,3150.66,2025-03-07
FACT_007411,9,266,163.21,2024-11-05
FACT_007412,4,565,4878.0,2024-12-15
FACT_007413,6,873,4577.57,2024-11-07
FACT_007414,2,419,2950.34,2025-07-23
FACT_007415,9,866,1464.31,2025-01-08
FACT_007416,3,138,3327.15,2024-11-28
FACT_007417,533,444,1012.31,2025-05-31
FACT_007418,2,373,943.88,2024-09-25
FACT_007419,3,399,4359.31,2025-07-17
FACT_007420,675,620,3212.68,2024-11-08
FACT_007421,3,276,2634.72,2025-05-10
FACT_007422,550,953,3507.92,2024-12-15
FACT_007423,276,509,2626.45,2025-03-10
FACT_007424,6,954,577.18,2025-05-21
FACT_007425,9,173,2387.94,2024-09-18
FACT_007426,2,182,4431.72,2024-12-27
FACT_007427,230,561,2830.55,2024-11-18
FACT_007428,10,498,2447.29,2025-05-11
FACT_007429,6,469,4901.84,2025-01-31
FACT_007430,245,939,591.87,2025-03-27
FACT_007431,9,685,1813.35,2025-01-20
FACT_007432,9,763,1396.15,2025-08-13
FACT_007433,5,580,3196.75,2025-02-01
FACT_007434,775,176,3641.99,2024-11-05
FACT_007435,6,594,598.14,2025-02-11
FACT_007436,5,959,2727.48,2025-04-27
FACT_007437,4,566,3001.37,2025-08-10
FACT_007438,6,110,2840.67,2024-10-07
FACT_007439,383,264,3345.06,2024-09-20
FACT_007440,2,163,858.24,2025-03-06
FACT_007441,2,200,1880.59,2024-12-24
FACT_007442,2,399,2536.76,2024-11-13
FACT_007443,10,199,4913.45,2024-10-05
FACT_007444,4,475,4967.32,2025-07-16
FACT_007445,952,729,212.84,2025-08-10
FACT_007446,955,333,2674.06,2025-03-15
FACT_007447,5,158,4288.82,2024-11-16
FACT_007448,9,59,210.95,2025-05-20
FACT_007449,553,799,4825.42,2024-11-20
FACT_007450,7,941,3391.7,2025-06-04
FACT_007451,4,994,4592.43,2025-07-09
FACT_007452,8,47,4706.08,2025-05-26
FACT_007453,5,370,28.21,2024-09-09
FACT_007454,985,513,1404.93,2025-08-06
FACT_007455,1,758,2849.33,2025-06-21
FACT_007456,7,328,3756.49,2025-04-23
FACT_007457,7,114,123.92,2025-05-23
FACT_007458,185,607,4055.52,2024-09-19
FACT_007459,6,913,2618.14,2025-05-30
FACT_007460,983,461,2108.46,2025-07-20
FACT_007461,82,982,3326.07,2025-03-20
FACT_007462,483,740,3947.37,2025-05-13
FACT_007463,10,837,2999.38,2024-12-28
FACT_007464,7,61,2598.21,2025-02-04
FACT_007465,1,788,534.22,2025-06-29
FACT_007466,5,929,814.71,2025-01-23
FACT_007467,5,708,4160.59,2025-04-15
FACT_007468,1,442,855.18,2025-02-20
FACT_007469,3,405,4212.45,2025-07-22
FACT_007470,9,773,2784.72,2025-04-07
FACT_007471,657,394,2981.2,2025-01-14
FACT_007472,110,292,3272.4,2025-05-02
FACT_007473,2,479,53.86,2024-11-25
FACT_007474,5,128,2104.57,2024-09-20
FACT_007475,729,286,113.35,2025-01-28
FACT_007476,445,199,2260.61,2025-04-19
FACT_007477,881,869,2603.69,2025-04-14
FACT_007478,582,101,4614.31,2024-08-26
FACT_007479,7,814,4062.75,2025-07-28
FACT_007480,1,823,2268.09,2024-12-01
FACT_007481,3,910,495.3,2025-06-16
FACT_007482,3,232,1033.11,2025-03-08
FACT_007483,6,852,4839.59,2025-06-28
FACT_007484,3,155,1670.22,2025-08-01
FACT_007485,1,918,4627.84,2025-07-24
FACT_007486,101,292,3043.82,2025-06-09
FACT_007487,15,476,4776.08,2024-10-07
FACT_007488,2,813,3344.12,2024-12-16
FACT_007489,853,292,3273.12,2024-10-21
FACT_007490,7,554,1343.8,2025-02-14
FACT_007491,185,632,1353.66,2025-05-26
FACT_007492,4,814,3381.94,2024-11-15
FACT_007493,7,474,2962.28,2025-08-17
FACT_007494,528,34,3989.52,2025-03-10
FACT_007495,6,202,4556.45,2025-02-12
FACT_007496,1,349,1718.25,2025-03-09
FACT_007497,3,176,3491.05,2024-10-04
FACT_007498,1,60,2153.96,2025-08-05
FACT_007499,7,490,270.76,2025-06-28
FACT_007500,2,429,595.94,2024-08-31
FACT_007501,8,881,3511.61,2025-07-21
FACT_007502,9,338,3708.98,2024-12-27
FACT_007503,3,514,4078.07,2025-05-19
FACT_007504,227,959,4656.3,2025-07-13
FACT_007505,2,284,2803.46,2025-04-06
FACT_007506,305,231,2346.24,2025-03-16
FACT_007507,8,758,804.89,2024-12-18
FACT_007508,3,317,2666.89,2024-12-27
FACT_007509,10,783,3642.3,2024-11-04
FACT_007510,7,135,3388.76,2025-05-08
FACT_007511,803,547,1609.01,2025-05-14
FACT_007512,10,255,3075.46,2024-11-04
FACT_007513,2,736,2414.09,2025-08-07
FACT_007514,785,402,3899.59,2024-11-21
FACT_007515,8,158,1163.62,2025-07-25
FACT_007516,857,324,1363.75,2025-03-13
FACT_007517,823,495,1042.77,2024-11-03
FACT_007518,10,906,2963.04,2025-02-03
FACT_007519,5,127,2651.75,2024-12-06
FACT_007520,9,79,1747.79,2025-05-08
FACT_007521,980,582,466.59,2025-06-13
FACT_007522,10,880,4602.36,2025-05-01
FACT_007523,3,944,1108.36,2025-07-31
FACT_007524,17,60,2481.04,2024-09-26
FACT_007525,1,531,3403.08,2025-06-24
FACT_007526,1,329,2163.63,2025-02-27
FACT_007527,9,602,4915.62,2025-07-29
FACT_007528,594,725,2940.41,2024-10-27
FACT_007529,9,476,4366.32,2025-01-05
FACT_007530,8,663,479.82,2025-03-20
FACT_007531,5,510,831.31,2024-11-06
FACT_007532,7,276,4484.94,2024-09-16
FACT_007533,9,447,4734.86,2025-04-24
FACT_007534,4,472,1783.9,2025-08-15
FACT_007535,723,879,2641.3,2025-07-31
FACT_007536,10,69,3170.27,2024-10-10
FACT_007537,8,205,313.54,2025-05-09
FACT_007538,4,217,1976.98,2025-07-10
FACT_007539,2,919,2553.11,2024-10-23
FACT_007540,80,774,2285.11,2025-01-22
FACT_007541,5,985,1744.87,2024-12-21
FACT_007542,2,534,4146.64,2025-07-16
FACT_007543,7,199,1203.06,2025-06-12
FACT_007544,2,170,3559.67,2024-12-16
FACT_007545,6,840,965.9,2024-09-24
FACT_007546,4,576,2801.74,2025-03-30
FACT_007547,4,310,1739.97,2024-10-06
FACT_007548,284,220,117.51,2025-05-17
FACT_007549,718,226,1706.45,2024-09-18
FACT_007550,6,284,3622.98,2025-03-26
FACT_007551,9,300,225.98,2025-02-28
FACT_007552,96,468,3594.05,2025-05-08
FACT_007553,5,125,2230.04,2025-04-28
FACT_007554,112,77,1982.95,2025-06-29
FACT_007555,262,574,4931.19,2025-03-24
FACT_007556,4,325,332.23,2024-12-26
FACT_007557,2,337,1480.5,2024-08-31
FACT_007558,2,442,2327.98,2024-12-10
FACT_007559,3,518,1428.25,2025-03-04
FACT_007560,9,36,4814.92,2025-04-21
FACT_007561,1,96,3054.03,2025-02-23
FACT_007562,480,599,693.14,2025-05-26
FACT_007563,4,825,4014.48,2024-12-05
FACT_007564,3,158,4528.96,2025-07-24
FACT_007565,6,888,2573.29,2024-10-19
FACT_007566,3,576,1175.82,2025-03-25
FACT_007567,823,20,1920.03,2024-12-13
FACT_007568,9,213,1413.27,2025-05-22
FACT_007569,2,916,1991.03,2024-10-03
FACT_007570,3,293,1010.01,2025-01-26
FACT_007571,9,43,4034.79,2024-09-11
FACT_007572,238,963,490.26,2025-06-10
FACT_007573,958,986,2581.78,2025-01-07
FACT_007574,893,906,4694.57,2024-10-16
FACT_007575,736,913,2995.13,2025-02-20
FACT_007576,43,475,4684.68,2025-02-04
FACT_007577,5,584,3562.55,2025-02-27
FACT_007578,10,473,3938.65,2025-04-05
FACT_007579,9,124,738.57,2025-07-07
FACT_007580,404,961,3932.83,2024-09-29
FACT_007581,4,333,260.03,2024-09-11
FACT_007582,9,889,2623.73,2024-10-27
FACT_007583,336,718,1138.44,2024-12-06
FACT_007584,9,446,4238.0,2025-06-21
FACT_007585,6,953,3053.37,2025-04-28
FACT_007586,10,933,2657.97,2025-05-06
FACT_007587,10,463,1953.12,2025-08-09
FACT_007588,6,748,299.9,2025-01-03
FACT_007589,284,940,1384.45,2025-07-08
FACT_007590,810,718,1188.52,2025-07-05
FACT_007591,10,526,489.96,2025-05-07
FACT_007592,1,597,4885.48,2024-09-11
FACT_007593,274,374,1257.02,2024-11-22
FACT_007594,10,742,3962.91,2025-04-22
FACT_007595,10,564,164.19,2024-12-27
FACT_007596,5,185,1827.44,2024-11-10
FACT_007597,900,817,979.53,2024-12-30
FACT_007598,787,396,4468.28,2024-08-26
FACT_007599,2,343,4417.05,2025-03-03
FACT_007600,7,464,4705.65,2025-05-31
FACT_007601,6,866,1992.75,2025-03-09
FACT_007602,10,853,3422.76,2025-07-20
FACT_007603,1,398,265.81,2024-10-05
FACT_007604,3,622,4530.06,2024-09-07
FACT_007605,4,454,2534.54,2025-02-26
FACT_007606,9,332,3031.78,2024-09-29
FACT_007607,223,30,255.7,2024-10-18
FACT_007608,10,579,4051.77,2025-06-21
FACT_007609,3,919,2207.87,2024-09-08
FACT_007610,7,720,93.22,2025-05-28
FACT_007611,1,909,4247.97,2025-07-19
FACT_007612,7,192,2244.0,2025-06-05
FACT_007613,697,621,3524.59,2024-09-09
FACT_007614,6,719,1857.43,2025-07-25
FACT_007615,5,926,3249.13,2025-01-25
FACT_007616,8,508,1044.42,2025-07-23
FACT_007617,2,867,484.16,2024-09-19
FACT_007618,1,666,1983.61,2024-10-13
FACT_007619,8,757,1894.72,2024-10-29
FACT_007620,2,81,782.68,2024-11-27
FACT_007621,2,48,3287.52,2024-11-20
FACT_007622,662,615,4634.84,2024-12-02
FACT_007623,6,51,2674.53,2025-06-28
FACT_007624,9,104,4385.59,2025-01-04
FACT_007625,9,951,3375.03,2025-06-22
FACT_007626,692,717,780.92,2024-12-19
FACT_007627,5,116,3854.8,2025-02-20
FACT_007628,1,836,3129.39,2025-06-23
FACT_007629,18,820,2314.07,2025-07-21
FACT_007630,5,685,987.32,2025-08-14
FACT_007631,5,917,821.72,2025-04-20
FACT_007632,5,63,3550.78,2024-12-17
FACT_007633,335,274,671.85,2025-05-17
FACT_007634,1,450,3221.48,2024-09-07
FACT_007635,600,207,2741.78,2025-04-23
FACT_007636,10,263,4282.25,2025-06-14
FACT_007637,114,741,1978.44,2025-06-27
FACT_007638,2,509,3834.8,2025-01-20
FACT_007639,622,485,1011.06,2024-08-22
FACT_007640,8,485,4999.59,2025-06-29
FACT_007641,10,294,2249.03,2025-02-23
FACT_007642,695,729,96.63,2025-02-12
FACT_007643,3,796,4902.87,2025-03-11
FACT_007644,639,419,2656.15,2025-07-25
FACT_007645,4,321,507.46,2024-11-26
FACT_007646,6,493,2193.09,2025-03-25
FACT_007647,3,267,202.34,2025-06-22
FACT_007648,8,42,1809.35,2024-11-27
FACT_007649,452,406,2542.9,2025-05-06
FACT_007650,6,18,267.66,2024-09-25
FACT_007651,10,51,1155.41,2024-10-05
FACT_007652,7,504,1684.11,2025-05-08
FACT_007653,490,421,1120.92,2025-07-23
FACT_007654,7,393,1740.38,2025-01-02
FACT_007655,4,856,2722.1,2025-05-23
FACT_007656,6,875,712.26,2024-09-28
FACT_007657,7,687,1205.64,2024-12-20
FACT_007658,4,770,3574.81,2025-03-03
FACT_007659,8,361,2484.91,2024-12-07
FACT_007660,5,413,2928.08,2025-02-03
FACT_007661,727,257,3010.63,2024-11-21
FACT_007662,10,655,2191.88,2024-12-20
FACT_007663,5,804,625.5,2025-03-08
FACT_007664,877,507,4672.61,2024-11-22
FACT_007665,1,421,4742.78,2024-10-09
FACT_007666,2,596,4008.03,2024-11-23
FACT_007667,10,479,3492.36,2024-10-05
FACT_007668,459,904,1989.72,2025-01-06
FACT_007669,8,372,4911.59,2025-02-15
FACT_007670,2,590,3287.0,2025-08-05
FACT_007671,4,789,3613.7,2025-04-11
FACT_007672,1,493,1923.64,2025-07-22
FACT_007673,10,456,4395.9,2025-03-16
FACT_007674,2,741,730.12,2024-09-21
FACT_007675,7,830,86.93,2025-03-25
FACT_007676,1,452,2852.25,2025-06-10
FACT_007677,6,280,4731.04,2025-01-27
FACT_007678,1,153,1748.99,2025-08-13
FACT_007679,4,109,4479.86,2025-03-27
FACT_007680,834,21,2800.88,2025-02-19
FACT_007681,8,314,1482.97,2025-03-03
FACT_007682,3,454,3839.18,2025-02-19
