dimension_id,dimension_name,category,status
934,dimension_934,category_4,active
935,dimension_935,category_5,active
936,dimension_936,category_6,inactive
937,dimension_937,category_7,inactive
938,dimension_938,category_8,active
939,dimension_939,category_9,active
940,dimension_940,category_0,active
941,dimension_941,category_1,inactive
942,dimension_942,category_2,inactive
943,dimension_943,category_3,inactive
944,dimension_944,category_4,active
945,dimension_945,category_5,inactive
946,dimension_946,category_6,inactive
947,dimension_947,category_7,inactive
948,dimension_948,category_8,active
949,dimension_949,category_9,active
950,dimension_950,category_0,active
951,dimension_951,category_1,inactive
952,dimension_952,category_2,inactive
953,dimension_953,category_3,inactive
954,dimension_954,category_4,inactive
955,dimension_955,category_5,inactive
956,dimension_956,category_6,active
957,dimension_957,category_7,active
958,dimension_958,category_8,active
959,dimension_959,category_9,active
960,dimension_960,category_0,active
961,dimension_961,category_1,inactive
962,dimension_962,category_2,inactive
963,dimension_963,category_3,active
964,dimension_964,category_4,inactive
965,dimension_965,category_5,active
966,dimension_966,category_6,inactive
967,dimension_967,category_7,active
968,dimension_968,category_8,inactive
969,dimension_969,category_9,inactive
970,dimension_970,category_0,active
971,dimension_971,category_1,inactive
972,dimension_972,category_2,inactive
973,dimension_973,category_3,inactive
974,dimension_974,category_4,inactive
975,dimension_975,category_5,inactive
976,dimension_976,category_6,inactive
977,dimension_977,category_7,active
978,dimension_978,category_8,inactive
979,dimension_979,category_9,inactive
980,dimension_980,category_0,inactive
981,dimension_981,category_1,active
982,dimension_982,category_2,active
983,dimension_983,category_3,inactive
984,dimension_984,category_4,active
985,dimension_985,category_5,inactive
986,dimension_986,category_6,active
987,dimension_987,category_7,active
988,dimension_988,category_8,active
989,dimension_989,category_9,active
990,dimension_990,category_0,active
991,dimension_991,category_1,active
992,dimension_992,category_2,inactive
993,dimension_993,category_3,active
994,dimension_994,category_4,active
995,dimension_995,category_5,active
996,dimension_996,category_6,active
997,dimension_997,category_7,inactive
998,dimension_998,category_8,inactive
999,dimension_999,category_9,inactive
1000,dimension_1000,category_0,inactive
